Product Name,Order YearMonth,Order Quantity,Year Month,Warehouse Inventory,Inventory Cost Per Unit,Inventory to Sales Delta
Glove It Imperial Golf Towel,201504,6.0,201504,10,2.05846,4.0
Glove It Imperial Golf Towel,201505,5.0,201505,6,1.42872,1.0
Glove It Imperial Golf Towel,201506,2.0,201506,0,1.77667,-2.0
Glove It Imperial Golf Towel,201507,2.0,201507,3,0.35994,1.0
Glove It Imperial Golf Towel,201508,1.0,201508,0,0.10236,-1.0
Glove It Imperial Golf Towel,201509,11.0,201509,16,0.11884,5.0
Glove It Imperial Golf Towel,201510,18.0,201510,27,0.60743,9.0
Glove It Imperial Golf Towel,201511,7.0,201511,5,1.0227,-2.0
Glove It Imperial Golf Towel,201512,5.0,201512,10,0.13025,5.0
Glove It Imperial Golf Towel,201602,5.0,201602,2,0.88822,-3.0
Glove It Imperial Golf Towel,201603,5.0,201603,5,0.67446,0.0
Glove It Imperial Golf Towel,201604,13.0,201604,12,0.48969,-1.0
Glove It Imperial Golf Towel,201605,3.0,201605,1,0.79307,-2.0
Glove It Imperial Golf Towel,201606,5.0,201606,9,2.11287,4.0
Glove It Imperial Golf Towel,201607,5.0,201607,3,1.90798,-2.0
Glove It Imperial Golf Towel,201608,14.0,201608,20,1.93681,6.0
Glove It Imperial Golf Towel,201609,1.0,201609,1,1.00901,0.0
Glove It Imperial Golf Towel,201610,5.0,201610,3,0.34519,-2.0
Glove It Imperial Golf Towel,201611,7.0,201611,5,0.10252,-2.0
Glove It Imperial Golf Towel,201612,7.0,201612,3,1.07962,-4.0
Glove It Imperial Golf Towel,201701,3.0,201701,6,0.89095,3.0
Glove It Imperial Golf Towel,201703,7.0,201703,8,1.06243,1.0
Glove It Imperial Golf Towel,201704,2.0,201704,1,1.99705,-1.0
Glove It Imperial Golf Towel,201705,4.0,201705,3,0.72331,-1.0
Glove It Imperial Golf Towel,201711,1.0,201711,2,1.86995,1.0
Glove It Urban Brick Golf Towel,201501,11.0,201501,3,0.52212,-8.0
Glove It Urban Brick Golf Towel,201503,3.0,201503,4,0.22596,1.0
Glove It Urban Brick Golf Towel,201504,7.0,201504,13,0.7826,6.0
Glove It Urban Brick Golf Towel,201505,3.0,201505,1,1.32952,-2.0
Glove It Urban Brick Golf Towel,201506,5.0,201506,6,0.80192,1.0
Glove It Urban Brick Golf Towel,201507,6.0,201507,8,2.10974,2.0
Glove It Urban Brick Golf Towel,201508,3.0,201508,2,0.81487,-1.0
Glove It Urban Brick Golf Towel,201509,5.0,201509,1,0.25729,-4.0
Glove It Urban Brick Golf Towel,201511,14.0,201511,18,1.81937,4.0
Glove It Urban Brick Golf Towel,201512,5.0,201512,1,0.84536,-4.0
Glove It Urban Brick Golf Towel,201601,3.0,201601,2,1.34403,-1.0
Glove It Urban Brick Golf Towel,201603,6.0,201603,7,1.9474,1.0
Glove It Urban Brick Golf Towel,201604,6.0,201604,5,1.65731,-1.0
Glove It Urban Brick Golf Towel,201605,16.0,201605,12,0.9881,-4.0
Glove It Urban Brick Golf Towel,201606,2.0,201606,2,1.19464,0.0
Glove It Urban Brick Golf Towel,201607,7.0,201607,3,0.46471,-4.0
Glove It Urban Brick Golf Towel,201608,8.0,201608,12,0.26202,4.0
Glove It Urban Brick Golf Towel,201609,13.0,201609,8,1.74706,-5.0
Glove It Urban Brick Golf Towel,201610,7.0,201610,11,1.15687,4.0
Glove It Urban Brick Golf Towel,201612,2.0,201612,3,1.85408,1.0
Glove It Urban Brick Golf Towel,201701,2.0,201701,2,1.99243,0.0
Glove It Urban Brick Golf Towel,201702,4.0,201702,7,1.62744,3.0
Glove It Urban Brick Golf Towel,201703,5.0,201703,6,2.1284,1.0
Glove It Urban Brick Golf Towel,201706,1.0,201706,1,1.48383,0.0
Glove It Urban Brick Golf Towel,201708,7.0,201708,12,1.09139,5.0
Glove It Women's Imperial Golf Glove,201501,5.0,201501,1,1.40017,-4.0
Glove It Women's Imperial Golf Glove,201502,12.0,201502,22,2.05555,10.0
Glove It Women's Imperial Golf Glove,201503,7.0,201503,10,1.8585,3.0
Glove It Women's Imperial Golf Glove,201504,3.0,201504,2,1.38493,-1.0
Glove It Women's Imperial Golf Glove,201505,13.0,201505,5,1.91525,-8.0
Glove It Women's Imperial Golf Glove,201508,1.0,201508,2,0.44798,1.0
Glove It Women's Imperial Golf Glove,201509,4.0,201509,1,2.28412,-3.0
Glove It Women's Imperial Golf Glove,201512,3.0,201512,2,1.42734,-1.0
Glove It Women's Imperial Golf Glove,201602,6.0,201602,17,1.72488,11.0
Glove It Women's Imperial Golf Glove,201603,5.0,201603,1,1.48931,-4.0
Glove It Women's Imperial Golf Glove,201604,6.0,201604,10,0.28336,4.0
Glove It Women's Imperial Golf Glove,201605,7.0,201605,3,0.28524,-4.0
Glove It Women's Imperial Golf Glove,201608,8.0,201608,0,0.4661,-8.0
Glove It Women's Imperial Golf Glove,201610,8.0,201610,13,2.1505,5.0
Glove It Women's Imperial Golf Glove,201611,7.0,201611,5,0.14916,-2.0
Glove It Women's Imperial Golf Glove,201612,6.0,201612,17,1.16303,11.0
Glove It Women's Imperial Golf Glove,201701,10.0,201701,23,1.42605,13.0
Glove It Women's Imperial Golf Glove,201703,4.0,201703,1,1.38468,-3.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201501,14.0,201501,14,0.34936,0.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201502,7.0,201502,13,0.99457,6.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201503,20.0,201503,38,2.33373,18.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201504,19.0,201504,12,2.16831,-7.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201505,5.0,201505,9,0.33537,4.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201506,5.0,201506,10,0.34719,5.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201507,10.0,201507,8,2.08432,-2.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201508,3.0,201508,2,0.13464,-1.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201510,2.0,201510,3,1.16151,1.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201511,8.0,201511,2,2.0622,-6.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201512,2.0,201512,3,1.9901,1.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201602,10.0,201602,2,1.12448,-8.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201603,6.0,201603,10,0.53306,4.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201604,2.0,201604,0,0.41787,-2.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201605,4.0,201605,4,0.22796,0.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201606,7.0,201606,4,2.00742,-3.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201607,16.0,201607,29,1.01368,13.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201609,8.0,201609,11,1.13471,3.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201610,9.0,201610,0,1.36718,-9.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201611,5.0,201611,8,1.25185,3.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201612,9.0,201612,17,1.37702,8.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201701,6.0,201701,6,0.85857,0.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201702,2.0,201702,0,0.58961,-2.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201703,8.0,201703,10,1.03023,2.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201706,1.0,201706,1,0.19659,0.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201707,2.0,201707,4,2.20021,2.0
Glove It Women's Mod Oval Golf Glove,201501,5.0,201501,1,1.484,-4.0
Glove It Women's Mod Oval Golf Glove,201503,7.0,201503,12,1.17206,5.0
Glove It Women's Mod Oval Golf Glove,201505,7.0,201505,6,0.36081,-1.0
Glove It Women's Mod Oval Golf Glove,201506,10.0,201506,3,1.64556,-7.0
Glove It Women's Mod Oval Golf Glove,201510,4.0,201510,9,1.60033,5.0
Glove It Women's Mod Oval Golf Glove,201511,9.0,201511,2,1.51577,-7.0
Glove It Women's Mod Oval Golf Glove,201512,1.0,201512,2,2.26241,1.0
Glove It Women's Mod Oval Golf Glove,201601,4.0,201601,4,1.43867,0.0
Glove It Women's Mod Oval Golf Glove,201602,2.0,201602,7,0.62257,5.0
Glove It Women's Mod Oval Golf Glove,201603,4.0,201603,2,2.20982,-2.0
Glove It Women's Mod Oval Golf Glove,201604,7.0,201604,0,1.08236,-7.0
Glove It Women's Mod Oval Golf Glove,201607,8.0,201607,8,1.22058,0.0
Glove It Women's Mod Oval Golf Glove,201609,8.0,201609,4,0.55011,-4.0
Glove It Women's Mod Oval Golf Glove,201610,5.0,201610,12,1.29714,7.0
Glove It Women's Mod Oval Golf Glove,201611,4.0,201611,2,0.35791,-2.0
Glove It Women's Mod Oval Golf Glove,201612,8.0,201612,9,1.20333,1.0
Glove It Women's Mod Oval Golf Glove,201701,5.0,201701,14,2.24533,9.0
Glove It Women's Mod Oval Golf Glove,201702,7.0,201702,23,1.20941,16.0
Glove It Women's Mod Oval Golf Glove,201704,9.0,201704,16,0.31753,7.0
Glove It Women's Mod Oval Golf Glove,201706,1.0,201706,0,1.44229,-1.0
GoPro HERO3+ Black Edition Camera,201709,1.0,201709,0,0.58346,-1.0
GoPro HERO3+ Black Edition Camera,201710,1.0,201710,1,1.37089,0.0
GolfBuddy VT3 GPS Watch,201705,2.0,201705,0,1.99227,-2.0
GolfBuddy VT3 GPS Watch,201706,1.0,201706,1,1.07251,0.0
GolfBuddy VT3 GPS Watch,201707,4.0,201707,2,1.20501,-2.0
GolfBuddy VT3 GPS Watch,201709,1.0,201709,3,0.94895,2.0
Hirzl Men's Hybrid Golf Glove,201501,5.0,201501,4,1.30754,-1.0
Hirzl Men's Hybrid Golf Glove,201502,4.0,201502,4,1.95226,0.0
Hirzl Men's Hybrid Golf Glove,201503,6.0,201503,5,2.26618,-1.0
Hirzl Men's Hybrid Golf Glove,201504,4.0,201504,0,2.06905,-4.0
Hirzl Men's Hybrid Golf Glove,201507,15.0,201507,17,2.32116,2.0
Hirzl Men's Hybrid Golf Glove,201510,8.0,201510,8,0.8163,0.0
Hirzl Men's Hybrid Golf Glove,201511,5.0,201511,3,0.29332,-2.0
Hirzl Men's Hybrid Golf Glove,201512,9.0,201512,15,0.21696,6.0
Hirzl Men's Hybrid Golf Glove,201601,6.0,201601,10,1.71063,4.0
Hirzl Men's Hybrid Golf Glove,201602,12.0,201602,9,1.41053,-3.0
Hirzl Men's Hybrid Golf Glove,201603,4.0,201603,2,1.87436,-2.0
Hirzl Men's Hybrid Golf Glove,201604,12.0,201604,11,1.96437,-1.0
Hirzl Men's Hybrid Golf Glove,201606,4.0,201606,5,0.15263,1.0
Hirzl Men's Hybrid Golf Glove,201609,10.0,201609,7,1.72542,-3.0
Hirzl Men's Hybrid Golf Glove,201610,3.0,201610,3,1.56487,0.0
Hirzl Men's Hybrid Golf Glove,201612,3.0,201612,6,0.48366,3.0
Hirzl Men's Hybrid Golf Glove,201701,3.0,201701,6,0.1121,3.0
Hirzl Men's Hybrid Golf Glove,201702,10.0,201702,12,1.99473,2.0
Hirzl Men's Hybrid Golf Glove,201703,3.0,201703,0,2.3256,-3.0
Hirzl Women's Hybrid Golf Glove,201501,7.0,201501,13,1.34994,6.0
Hirzl Women's Hybrid Golf Glove,201504,14.0,201504,5,2.12855,-9.0
Hirzl Women's Hybrid Golf Glove,201506,3.0,201506,5,1.67034,2.0
Hirzl Women's Hybrid Golf Glove,201507,13.0,201507,10,0.78481,-3.0
Hirzl Women's Hybrid Golf Glove,201508,16.0,201508,31,0.93931,15.0
Hirzl Women's Hybrid Golf Glove,201509,3.0,201509,4,2.32884,1.0
Hirzl Women's Hybrid Golf Glove,201510,4.0,201510,3,1.05983,-1.0
Hirzl Women's Hybrid Golf Glove,201511,5.0,201511,4,1.8739,-1.0
Hirzl Women's Hybrid Golf Glove,201512,7.0,201512,9,1.58203,2.0
Hirzl Women's Hybrid Golf Glove,201601,20.0,201601,25,0.66123,5.0
Hirzl Women's Hybrid Golf Glove,201602,7.0,201602,13,1.47902,6.0
Hirzl Women's Hybrid Golf Glove,201604,5.0,201604,4,0.37563,-1.0
Hirzl Women's Hybrid Golf Glove,201606,10.0,201606,13,0.20821,3.0
Hirzl Women's Hybrid Golf Glove,201607,3.0,201607,5,0.74919,2.0
Hirzl Women's Hybrid Golf Glove,201608,5.0,201608,2,2.26572,-3.0
Hirzl Women's Hybrid Golf Glove,201609,6.0,201609,0,2.27318,-6.0
Hirzl Women's Hybrid Golf Glove,201610,1.0,201610,0,0.78388,-1.0
Hirzl Women's Hybrid Golf Glove,201612,6.0,201612,9,0.12237,3.0
Hirzl Women's Hybrid Golf Glove,201702,2.0,201702,2,1.23129,0.0
Hirzl Women's Hybrid Golf Glove,201703,2.0,201703,4,1.93927,2.0
Hirzl Women's Hybrid Golf Glove,201704,1.0,201704,2,1.24024,1.0
Hirzl Women's Soffft Flex Golf Glove,201501,14.0,201501,0,0.84923,-14.0
Hirzl Women's Soffft Flex Golf Glove,201502,3.0,201502,3,1.9377,0.0
Hirzl Women's Soffft Flex Golf Glove,201504,5.0,201504,3,0.99956,-2.0
Hirzl Women's Soffft Flex Golf Glove,201505,9.0,201505,18,2.02405,9.0
Hirzl Women's Soffft Flex Golf Glove,201506,3.0,201506,1,1.432,-2.0
Hirzl Women's Soffft Flex Golf Glove,201507,1.0,201507,2,0.87152,1.0
Hirzl Women's Soffft Flex Golf Glove,201508,1.0,201508,0,2.30301,-1.0
Hirzl Women's Soffft Flex Golf Glove,201510,3.0,201510,2,0.16202,-1.0
Hirzl Women's Soffft Flex Golf Glove,201511,7.0,201511,3,1.70925,-4.0
Hirzl Women's Soffft Flex Golf Glove,201512,1.0,201512,1,0.83028,0.0
Hirzl Women's Soffft Flex Golf Glove,201601,5.0,201601,5,1.03148,0.0
Hirzl Women's Soffft Flex Golf Glove,201602,5.0,201602,5,1.85008,0.0
Hirzl Women's Soffft Flex Golf Glove,201604,4.0,201604,6,0.54874,2.0
Hirzl Women's Soffft Flex Golf Glove,201608,4.0,201608,8,1.81488,4.0
Hirzl Women's Soffft Flex Golf Glove,201611,1.0,201611,1,1.29163,0.0
Hirzl Women's Soffft Flex Golf Glove,201701,7.0,201701,21,0.36625,14.0
Hirzl Women's Soffft Flex Golf Glove,201704,4.0,201704,6,1.77448,2.0
Industrial consumer electronics,201507,1.0,201507,1,1.65142,0.0
Industrial consumer electronics,201706,1.0,201706,2,1.4059,1.0
Industrial consumer electronics,201707,1.0,201707,1,1.71336,0.0
Industrial consumer electronics,201708,1.0,201708,2,1.87279,1.0
Industrial consumer electronics,201710,12.0,201710,5,0.67386,-7.0
Industrial consumer electronics,201711,21.0,201711,0,1.80573,-21.0
LIJA Women's Argyle Golf Polo,201508,1.0,201508,2,1.00387,1.0
LIJA Women's Argyle Golf Polo,201705,7.0,201705,7,2.30154,0.0
LIJA Women's Argyle Golf Polo,201706,5.0,201706,15,2.15513,10.0
LIJA Women's Argyle Golf Polo,201707,10.0,201707,20,0.17208,10.0
LIJA Women's Argyle Golf Polo,201708,3.0,201708,4,1.5097,1.0
LIJA Women's Argyle Golf Polo,201709,6.0,201709,4,1.50784,-2.0
LIJA Women's Button Golf Dress,201507,2.0,201507,1,0.93472,-1.0
LIJA Women's Button Golf Dress,201703,1.0,201703,0,2.29765,-1.0
LIJA Women's Button Golf Dress,201705,2.0,201705,4,1.68307,2.0
LIJA Women's Button Golf Dress,201706,3.0,201706,6,2.20095,3.0
LIJA Women's Button Golf Dress,201707,3.0,201707,3,0.28096,0.0
LIJA Women's Eyelet Sleeveless Golf Polo,201501,5.0,201501,1,0.87969,-4.0
LIJA Women's Eyelet Sleeveless Golf Polo,201502,21.0,201502,26,0.39756,5.0
LIJA Women's Eyelet Sleeveless Golf Polo,201503,2.0,201503,3,1.50421,1.0
LIJA Women's Eyelet Sleeveless Golf Polo,201504,10.0,201504,5,1.87734,-5.0
LIJA Women's Eyelet Sleeveless Golf Polo,201505,2.0,201505,1,1.6443,-1.0
LIJA Women's Eyelet Sleeveless Golf Polo,201506,5.0,201506,3,0.60128,-2.0
LIJA Women's Eyelet Sleeveless Golf Polo,201507,12.0,201507,12,2.31695,0.0
LIJA Women's Eyelet Sleeveless Golf Polo,201509,5.0,201509,2,0.43799,-3.0
LIJA Women's Eyelet Sleeveless Golf Polo,201510,11.0,201510,0,1.05735,-11.0
LIJA Women's Eyelet Sleeveless Golf Polo,201511,5.0,201511,9,1.05407,4.0
LIJA Women's Eyelet Sleeveless Golf Polo,201512,6.0,201512,8,0.67223,2.0
LIJA Women's Eyelet Sleeveless Golf Polo,201602,8.0,201602,3,1.39322,-5.0
LIJA Women's Eyelet Sleeveless Golf Polo,201603,4.0,201603,0,0.95717,-4.0
LIJA Women's Eyelet Sleeveless Golf Polo,201604,9.0,201604,4,0.29865,-5.0
LIJA Women's Eyelet Sleeveless Golf Polo,201605,8.0,201605,17,1.85429,9.0
LIJA Women's Eyelet Sleeveless Golf Polo,201606,4.0,201606,1,1.61481,-3.0
LIJA Women's Eyelet Sleeveless Golf Polo,201607,5.0,201607,0,1.20062,-5.0
LIJA Women's Eyelet Sleeveless Golf Polo,201608,2.0,201608,2,1.40414,0.0
LIJA Women's Eyelet Sleeveless Golf Polo,201609,5.0,201609,1,1.88309,-4.0
LIJA Women's Eyelet Sleeveless Golf Polo,201611,7.0,201611,15,1.60411,8.0
LIJA Women's Eyelet Sleeveless Golf Polo,201612,5.0,201612,10,1.01168,5.0
LIJA Women's Eyelet Sleeveless Golf Polo,201701,7.0,201701,9,1.15827,2.0
LIJA Women's Eyelet Sleeveless Golf Polo,201702,5.0,201702,14,2.29643,9.0
LIJA Women's Eyelet Sleeveless Golf Polo,201704,2.0,201704,1,1.43792,-1.0
LIJA Women's Eyelet Sleeveless Golf Polo,201707,5.0,201707,8,0.333,3.0
LIJA Women's Mid-Length Panel Golf Shorts,201604,3.0,201604,1,1.69334,-2.0
LIJA Women's Mid-Length Panel Golf Shorts,201703,6.0,201703,0,2.02252,-6.0
LIJA Women's Mid-Length Panel Golf Shorts,201705,6.0,201705,0,0.17963,-6.0
LIJA Women's Mid-Length Panel Golf Shorts,201706,2.0,201706,2,2.16204,0.0
LIJA Women's Mid-Length Panel Golf Shorts,201707,8.0,201707,1,0.71398,-7.0
LIJA Women's Mid-Length Panel Golf Shorts,201708,5.0,201708,9,0.18759,4.0
LIJA Women's Mid-Length Panel Golf Shorts,201709,3.0,201709,3,0.82689,0.0
Lawn mower,201510,1.0,201510,2,0.54729,1.0
Lawn mower,201602,3.0,201602,0,1.60332,-3.0
Lawn mower,201603,1.0,201603,2,1.49465,1.0
Lawn mower,201711,36.0,201711,8,0.27954,-28.0
Lawn mower,201712,11.0,201712,4,1.34376,-7.0
MDGolf Pittsburgh Penguins Putter,201501,4.0,201501,8,1.70167,4.0
MDGolf Pittsburgh Penguins Putter,201704,4.0,201704,7,1.0671,3.0
MDGolf Pittsburgh Penguins Putter,201705,6.0,201705,8,1.19685,2.0
MDGolf Pittsburgh Penguins Putter,201706,4.0,201706,0,1.9097,-4.0
MDGolf Pittsburgh Penguins Putter,201708,1.0,201708,1,2.14569,0.0
MDGolf Pittsburgh Penguins Putter,201710,1.0,201710,1,0.74719,0.0
Men's gala suit,201711,4.0,201711,5,1.20661,1.0
Men's gala suit,201712,2.0,201712,3,1.57465,1.0
Merrell Men's All Out Flash Trail Running Sho,201501,1.0,201501,1,1.96893,0.0
Merrell Men's All Out Flash Trail Running Sho,201701,1.0,201701,1,0.30525,0.0
Merrell Men's All Out Flash Trail Running Sho,201704,1.0,201704,0,0.95394,-1.0
Merrell Men's All Out Flash Trail Running Sho,201705,6.0,201705,9,0.25356,3.0
Merrell Men's All Out Flash Trail Running Sho,201706,6.0,201706,0,1.12224,-6.0
Merrell Men's All Out Flash Trail Running Sho,201707,4.0,201707,1,1.48159,-3.0
Merrell Men's All Out Flash Trail Running Sho,201709,1.0,201709,3,2.23425,2.0
Merrell Women's Grassbow Sport Hiking Shoe,201505,1.0,201505,0,1.43161,-1.0
Merrell Women's Grassbow Sport Hiking Shoe,201704,3.0,201704,0,0.57064,-3.0
Merrell Women's Grassbow Sport Hiking Shoe,201705,2.0,201705,0,0.94499,-2.0
Merrell Women's Grassbow Sport Hiking Shoe,201706,12.0,201706,18,1.84184,6.0
Merrell Women's Grassbow Sport Hiking Shoe,201707,18.0,201707,15,0.7057,-3.0
Merrell Women's Grassbow Sport Hiking Shoe,201708,3.0,201708,0,2.05799,-3.0
Merrell Women's Grassbow Sport Hiking Shoe,201709,5.0,201709,10,0.31175,5.0
Merrell Women's Grassbow Sport Waterproof Hik,201610,1.0,201610,0,0.52837,-1.0
Merrell Women's Grassbow Sport Waterproof Hik,201704,1.0,201704,1,2.08293,0.0
Merrell Women's Grassbow Sport Waterproof Hik,201705,1.0,201705,1,1.22668,0.0
Merrell Women's Grassbow Sport Waterproof Hik,201706,2.0,201706,2,1.87121,0.0
Merrell Women's Grassbow Sport Waterproof Hik,201707,3.0,201707,3,0.4503,0.0
Merrell Women's Grassbow Sport Waterproof Hik,201708,2.0,201708,4,1.71092,2.0
Merrell Women's Grassbow Sport Waterproof Hik,201709,1.0,201709,0,2.12731,-1.0
Merrell Women's Siren Mid Waterproof Hiking B,201702,1.0,201702,1,1.04301,0.0
Merrell Women's Siren Mid Waterproof Hiking B,201704,1.0,201704,2,1.42868,1.0
Merrell Women's Siren Mid Waterproof Hiking B,201705,3.0,201705,4,0.30943,1.0
Merrell Women's Siren Mid Waterproof Hiking B,201707,3.0,201707,0,2.34048,-3.0
Merrell Women's Siren Mid Waterproof Hiking B,201708,3.0,201708,4,1.80366,1.0
Merrell Women's Siren Mid Waterproof Hiking B,201709,1.0,201709,2,0.1242,1.0
Merrell Women's Siren Mid Waterproof Hiking B,201710,1.0,201710,0,0.70591,-1.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201508,1.0,201508,2,1.38296,1.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201701,1.0,201701,1,0.83802,0.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201704,1.0,201704,0,1.77112,-1.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201706,2.0,201706,0,1.0388,-2.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201707,1.0,201707,0,0.12367,-1.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201708,1.0,201708,0,0.41841,-1.0
Mio ALPHA Heart Rate Monitor/Sport Watch,201709,4.0,201709,3,0.60951,-1.0
Nike Dri-FIT Crew Sock 6 Pack,201501,10.0,201501,10,0.11833,0.0
Nike Dri-FIT Crew Sock 6 Pack,201502,6.0,201502,1,0.96012,-5.0
Nike Dri-FIT Crew Sock 6 Pack,201503,6.0,201503,11,1.11736,5.0
Nike Dri-FIT Crew Sock 6 Pack,201505,5.0,201505,1,0.33326,-4.0
Nike Dri-FIT Crew Sock 6 Pack,201507,4.0,201507,11,0.29115,7.0
Nike Dri-FIT Crew Sock 6 Pack,201508,4.0,201508,4,2.10978,0.0
Nike Dri-FIT Crew Sock 6 Pack,201509,7.0,201509,11,0.76747,4.0
Nike Dri-FIT Crew Sock 6 Pack,201510,7.0,201510,6,2.21644,-1.0
Nike Dri-FIT Crew Sock 6 Pack,201511,1.0,201511,2,1.38107,1.0
Nike Dri-FIT Crew Sock 6 Pack,201512,8.0,201512,10,1.79565,2.0
Nike Dri-FIT Crew Sock 6 Pack,201602,3.0,201602,4,0.40933,1.0
Nike Dri-FIT Crew Sock 6 Pack,201603,1.0,201603,2,1.38243,1.0
Nike Dri-FIT Crew Sock 6 Pack,201604,5.0,201604,4,0.46672,-1.0
Nike Dri-FIT Crew Sock 6 Pack,201605,7.0,201605,2,0.8386,-5.0
Nike Dri-FIT Crew Sock 6 Pack,201607,1.0,201607,1,0.55459,0.0
Nike Dri-FIT Crew Sock 6 Pack,201608,11.0,201608,19,0.18753,8.0
Nike Dri-FIT Crew Sock 6 Pack,201609,4.0,201609,2,2.01991,-2.0
Nike Dri-FIT Crew Sock 6 Pack,201610,11.0,201610,12,2.22806,1.0
Nike Dri-FIT Crew Sock 6 Pack,201611,15.0,201611,4,1.71938,-11.0
Nike Dri-FIT Crew Sock 6 Pack,201612,7.0,201612,1,0.58538,-6.0
Nike Dri-FIT Crew Sock 6 Pack,201701,2.0,201701,4,0.80879,2.0
Nike Dri-FIT Crew Sock 6 Pack,201702,2.0,201702,2,0.9058,0.0
Nike Dri-FIT Crew Sock 6 Pack,201703,3.0,201703,3,1.38964,0.0
Nike Dri-FIT Crew Sock 6 Pack,201704,3.0,201704,5,2.08529,2.0
Nike Kids' Grade School KD VI Basketball Shoe,201704,3.0,201704,0,1.81639,-3.0
Nike Kids' Grade School KD VI Basketball Shoe,201705,3.0,201705,4,1.44587,1.0
Nike Kids' Grade School KD VI Basketball Shoe,201708,7.0,201708,12,1.30208,5.0
Nike Kids' Grade School KD VI Basketball Shoe,201709,8.0,201709,14,0.47433,6.0
Nike Men's CJ Elite 2 TD Football Cleat,201501,103.0,201501,6,1.00147,-97.0
Nike Men's CJ Elite 2 TD Football Cleat,201502,97.0,201502,108,0.71709,11.0
Nike Men's CJ Elite 2 TD Football Cleat,201503,105.0,201503,169,2.20751,64.0
Nike Men's CJ Elite 2 TD Football Cleat,201504,121.0,201504,98,1.21593,-23.0
Nike Men's CJ Elite 2 TD Football Cleat,201505,102.0,201505,161,1.20565,59.0
Nike Men's CJ Elite 2 TD Football Cleat,201506,107.0,201506,74,2.007,-33.0
Nike Men's CJ Elite 2 TD Football Cleat,201507,119.0,201507,216,0.85246,97.0
Nike Men's CJ Elite 2 TD Football Cleat,201508,115.0,201508,170,0.68106,55.0
Nike Men's CJ Elite 2 TD Football Cleat,201509,97.0,201509,36,0.45034,-61.0
Nike Men's CJ Elite 2 TD Football Cleat,201510,114.0,201510,200,1.67413,86.0
Nike Men's CJ Elite 2 TD Football Cleat,201511,108.0,201511,125,2.07841,17.0
Nike Men's CJ Elite 2 TD Football Cleat,201512,98.0,201512,98,0.1635,0.0
Nike Men's CJ Elite 2 TD Football Cleat,201601,142.0,201601,172,1.68914,30.0
Nike Men's CJ Elite 2 TD Football Cleat,201602,91.0,201602,80,0.3635,-11.0
Nike Men's CJ Elite 2 TD Football Cleat,201603,106.0,201603,199,0.5104,93.0
